state,date,sex,age,ethnicity,population
W.P. Kuala Lumpur,2003-01-01,both,25-29,bumi_other,2.5
W.P. Kuala Lumpur,2003-01-01,both,25-29,chinese,60.7
W.P. Kuala Lumpur,2003-01-01,both,25-29,indian,14.6
W.P. Kuala Lumpur,2003-01-01,both,25-29,other_citizen,1.5
W.P. Kuala Lumpur,2003-01-01,both,25-29,other_noncitizen,16.5
W.P. Kuala Lumpur,2003-01-01,both,30-34,overall,140.9
W.P. Kuala Lumpur,2003-01-01,both,30-34,bumi_malay,52.5
W.P. Kuala Lumpur,2003-01-01,both,30-34,bumi_other,1.8
W.P. Kuala Lumpur,2003-01-01,both,30-34,chinese,55.5
W.P. Kuala Lumpur,2003-01-01,both,30-34,indian,13.6
W.P. Kuala Lumpur,2003-01-01,both,30-34,other_citizen,1.4
W.P. Kuala Lumpur,2003-01-01,both,30-34,other_noncitizen,16.2
W.P. Kuala Lumpur,2003-01-01,both,35-39,overall,119.4
W.P. Kuala Lumpur,2003-01-01,both,35-39,bumi_malay,42.2
W.P. Kuala Lumpur,2003-01-01,both,35-39,bumi_other,0.7
W.P. Kuala Lumpur,2003-01-01,both,35-39,chinese,48.8
W.P. Kuala Lumpur,2003-01-01,both,35-39,indian,12.4
W.P. Kuala Lumpur,2003-01-01,both,35-39,other_citizen,1.2
W.P. Kuala Lumpur,2003-01-01,both,35-39,other_noncitizen,14.1
W.P. Kuala Lumpur,2003-01-01,both,40-44,overall,103.7
W.P. Kuala Lumpur,2003-01-01,both,40-44,bumi_malay,35.8
W.P. Kuala Lumpur,2003-01-01,both,40-44,bumi_other,0.5
W.P. Kuala Lumpur,2003-01-01,both,40-44,chinese,44.3
W.P. Kuala Lumpur,2003-01-01,both,40-44,indian,11.5
W.P. Kuala Lumpur,2003-01-01,both,40-44,other_citizen,1.1
W.P. Kuala Lumpur,2003-01-01,both,40-44,other_noncitizen,10.5
W.P. Kuala Lumpur,2003-01-01,both,45-49,overall,86.0
W.P. Kuala Lumpur,2003-01-01,both,45-49,bumi_malay,29.1
W.P. Kuala Lumpur,2003-01-01,both,45-49,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,both,45-49,chinese,39.0
W.P. Kuala Lumpur,2003-01-01,both,45-49,indian,10.1
W.P. Kuala Lumpur,2003-01-01,both,45-49,other_citizen,1.0
W.P. Kuala Lumpur,2003-01-01,both,45-49,other_noncitizen,6.4
W.P. Kuala Lumpur,2003-01-01,both,50-54,overall,66.0
W.P. Kuala Lumpur,2003-01-01,both,50-54,bumi_malay,20.8
W.P. Kuala Lumpur,2003-01-01,both,50-54,bumi_other,0.3
W.P. Kuala Lumpur,2003-01-01,both,50-54,chinese,32.4
W.P. Kuala Lumpur,2003-01-01,both,50-54,indian,7.6
W.P. Kuala Lumpur,2003-01-01,both,50-54,other_citizen,0.7
W.P. Kuala Lumpur,2003-01-01,both,50-54,other_noncitizen,4.2
W.P. Kuala Lumpur,2003-01-01,both,55-59,overall,46.1
W.P. Kuala Lumpur,2003-01-01,both,55-59,bumi_malay,12.7
W.P. Kuala Lumpur,2003-01-01,both,55-59,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,both,55-59,chinese,25.2
W.P. Kuala Lumpur,2003-01-01,both,55-59,indian,5.2
W.P. Kuala Lumpur,2003-01-01,both,55-59,other_citizen,0.5
W.P. Kuala Lumpur,2003-01-01,both,55-59,other_noncitizen,2.5
W.P. Kuala Lumpur,2003-01-01,both,60-64,overall,32.8
W.P. Kuala Lumpur,2003-01-01,both,60-64,bumi_malay,7.9
W.P. Kuala Lumpur,2003-01-01,both,60-64,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,both,60-64,chinese,19.2
W.P. Kuala Lumpur,2003-01-01,both,60-64,indian,3.7
W.P. Kuala Lumpur,2003-01-01,both,60-64,other_citizen,0.3
W.P. Kuala Lumpur,2003-01-01,both,60-64,other_noncitizen,1.6
W.P. Kuala Lumpur,2003-01-01,both,65-69,overall,23.6
W.P. Kuala Lumpur,2003-01-01,both,65-69,bumi_malay,4.9
W.P. Kuala Lumpur,2003-01-01,both,65-69,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,both,65-69,chinese,14.2
W.P. Kuala Lumpur,2003-01-01,both,65-69,indian,2.9
W.P. Kuala Lumpur,2003-01-01,both,65-69,other_citizen,0.3
W.P. Kuala Lumpur,2003-01-01,both,65-69,other_noncitizen,1.2
W.P. Kuala Lumpur,2003-01-01,both,70-74,overall,14.7
W.P. Kuala Lumpur,2003-01-01,both,70-74,bumi_malay,2.7
W.P. Kuala Lumpur,2003-01-01,both,70-74,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,both,70-74,chinese,9.1
W.P. Kuala Lumpur,2003-01-01,both,70-74,indian,1.8
W.P. Kuala Lumpur,2003-01-01,both,70-74,other_citizen,0.2
W.P. Kuala Lumpur,2003-01-01,both,70-74,other_noncitizen,0.8
W.P. Kuala Lumpur,2003-01-01,both,75-79,overall,8.6
W.P. Kuala Lumpur,2003-01-01,both,75-79,bumi_malay,1.7
W.P. Kuala Lumpur,2003-01-01,both,75-79,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,both,75-79,chinese,5.2
W.P. Kuala Lumpur,2003-01-01,both,75-79,indian,1.0
W.P. Kuala Lumpur,2003-01-01,both,75-79,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,both,75-79,other_noncitizen,0.6
W.P. Kuala Lumpur,2003-01-01,both,80-84,overall,3.9
W.P. Kuala Lumpur,2003-01-01,both,80-84,bumi_malay,0.5
W.P. Kuala Lumpur,2003-01-01,both,80-84,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,both,80-84,chinese,2.4
W.P. Kuala Lumpur,2003-01-01,both,80-84,indian,0.5
W.P. Kuala Lumpur,2003-01-01,both,80-84,other_citizen,0.0
W.P. Kuala Lumpur,2003-01-01,both,80-84,other_noncitizen,0.4
W.P. Kuala Lumpur,2003-01-01,both,85+,overall,3.4
W.P. Kuala Lumpur,2003-01-01,both,85+,bumi_malay,0.6
W.P. Kuala Lumpur,2003-01-01,both,85+,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,both,85+,chinese,2.2
W.P. Kuala Lumpur,2003-01-01,both,85+,indian,0.3
W.P. Kuala Lumpur,2003-01-01,both,85+,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,both,85+,other_noncitizen,0.3
W.P. Kuala Lumpur,2003-01-01,female,overall,overall,735.9
W.P. Kuala Lumpur,2003-01-01,female,overall,bumi_malay,298.1
W.P. Kuala Lumpur,2003-01-01,female,overall,bumi_other,6.3
W.P. Kuala Lumpur,2003-01-01,female,overall,chinese,294.2
W.P. Kuala Lumpur,2003-01-01,female,overall,indian,75.5
W.P. Kuala Lumpur,2003-01-01,female,overall,other_citizen,9.4
W.P. Kuala Lumpur,2003-01-01,female,overall,other_noncitizen,52.4
W.P. Kuala Lumpur,2003-01-01,female,0-4,overall,71.9
W.P. Kuala Lumpur,2003-01-01,female,0-4,bumi_malay,35.0
W.P. Kuala Lumpur,2003-01-01,female,0-4,bumi_other,0.9
W.P. Kuala Lumpur,2003-01-01,female,0-4,chinese,24.0
W.P. Kuala Lumpur,2003-01-01,female,0-4,indian,7.0
W.P. Kuala Lumpur,2003-01-01,female,0-4,other_citizen,0.9
W.P. Kuala Lumpur,2003-01-01,female,0-4,other_noncitizen,3.9
W.P. Kuala Lumpur,2003-01-01,female,5-9,overall,65.3
W.P. Kuala Lumpur,2003-01-01,female,5-9,bumi_malay,32.6
W.P. Kuala Lumpur,2003-01-01,female,5-9,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,female,5-9,chinese,22.2
W.P. Kuala Lumpur,2003-01-01,female,5-9,indian,6.5
W.P. Kuala Lumpur,2003-01-01,female,5-9,other_citizen,1.2
W.P. Kuala Lumpur,2003-01-01,female,5-9,other_noncitizen,2.3
W.P. Kuala Lumpur,2003-01-01,female,10-14,overall,62.3
W.P. Kuala Lumpur,2003-01-01,female,10-14,bumi_malay,31.1
W.P. Kuala Lumpur,2003-01-01,female,10-14,bumi_other,0.5
W.P. Kuala Lumpur,2003-01-01,female,10-14,chinese,21.5
W.P. Kuala Lumpur,2003-01-01,female,10-14,indian,6.2
W.P. Kuala Lumpur,2003-01-01,female,10-14,other_citizen,1.0
W.P. Kuala Lumpur,2003-01-01,female,10-14,other_noncitizen,2.1
W.P. Kuala Lumpur,2003-01-01,female,15-19,overall,67.5
W.P. Kuala Lumpur,2003-01-01,female,15-19,bumi_malay,31.6
W.P. Kuala Lumpur,2003-01-01,female,15-19,bumi_other,0.7
W.P. Kuala Lumpur,2003-01-01,female,15-19,chinese,23.8
W.P. Kuala Lumpur,2003-01-01,female,15-19,indian,6.6
W.P. Kuala Lumpur,2003-01-01,female,15-19,other_citizen,0.7
W.P. Kuala Lumpur,2003-01-01,female,15-19,other_noncitizen,4.1
W.P. Kuala Lumpur,2003-01-01,female,20-24,overall,73.1
W.P. Kuala Lumpur,2003-01-01,female,20-24,bumi_malay,31.8
W.P. Kuala Lumpur,2003-01-01,female,20-24,bumi_other,0.9
W.P. Kuala Lumpur,2003-01-01,female,20-24,chinese,27.0
W.P. Kuala Lumpur,2003-01-01,female,20-24,indian,6.9
W.P. Kuala Lumpur,2003-01-01,female,20-24,other_citizen,0.7
W.P. Kuala Lumpur,2003-01-01,female,20-24,other_noncitizen,5.8
W.P. Kuala Lumpur,2003-01-01,female,25-29,overall,78.1
W.P. Kuala Lumpur,2003-01-01,female,25-29,bumi_malay,31.2
W.P. Kuala Lumpur,2003-01-01,female,25-29,bumi_other,1.0
W.P. Kuala Lumpur,2003-01-01,female,25-29,chinese,29.8
W.P. Kuala Lumpur,2003-01-01,female,25-29,indian,7.1
W.P. Kuala Lumpur,2003-01-01,female,25-29,other_citizen,0.8
W.P. Kuala Lumpur,2003-01-01,female,25-29,other_noncitizen,8.2
W.P. Kuala Lumpur,2003-01-01,female,30-34,overall,70.8
W.P. Kuala Lumpur,2003-01-01,female,30-34,bumi_malay,26.8
W.P. Kuala Lumpur,2003-01-01,female,30-34,bumi_other,0.7
W.P. Kuala Lumpur,2003-01-01,female,30-34,chinese,27.8
W.P. Kuala Lumpur,2003-01-01,female,30-34,indian,6.8
W.P. Kuala Lumpur,2003-01-01,female,30-34,other_citizen,0.8
W.P. Kuala Lumpur,2003-01-01,female,30-34,other_noncitizen,7.9
W.P. Kuala Lumpur,2003-01-01,female,35-39,overall,59.3
W.P. Kuala Lumpur,2003-01-01,female,35-39,bumi_malay,21.2
W.P. Kuala Lumpur,2003-01-01,female,35-39,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,female,35-39,chinese,24.5
W.P. Kuala Lumpur,2003-01-01,female,35-39,indian,6.1
W.P. Kuala Lumpur,2003-01-01,female,35-39,other_citizen,0.8
W.P. Kuala Lumpur,2003-01-01,female,35-39,other_noncitizen,6.4
W.P. Kuala Lumpur,2003-01-01,female,40-44,overall,49.5
W.P. Kuala Lumpur,2003-01-01,female,40-44,bumi_malay,17.4
W.P. Kuala Lumpur,2003-01-01,female,40-44,bumi_other,0.2
W.P. Kuala Lumpur,2003-01-01,female,40-44,chinese,21.2
W.P. Kuala Lumpur,2003-01-01,female,40-44,indian,5.5
W.P. Kuala Lumpur,2003-01-01,female,40-44,other_citizen,0.7
W.P. Kuala Lumpur,2003-01-01,female,40-44,other_noncitizen,4.5
W.P. Kuala Lumpur,2003-01-01,female,45-49,overall,41.6
W.P. Kuala Lumpur,2003-01-01,female,45-49,bumi_malay,14.4
W.P. Kuala Lumpur,2003-01-01,female,45-49,bumi_other,0.2
W.P. Kuala Lumpur,2003-01-01,female,45-49,chinese,18.8
W.P. Kuala Lumpur,2003-01-01,female,45-49,indian,4.9
W.P. Kuala Lumpur,2003-01-01,female,45-49,other_citizen,0.6
W.P. Kuala Lumpur,2003-01-01,female,45-49,other_noncitizen,2.8
W.P. Kuala Lumpur,2003-01-01,female,50-54,overall,31.4
W.P. Kuala Lumpur,2003-01-01,female,50-54,bumi_malay,10.0
W.P. Kuala Lumpur,2003-01-01,female,50-54,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,female,50-54,chinese,15.5
W.P. Kuala Lumpur,2003-01-01,female,50-54,indian,3.8
W.P. Kuala Lumpur,2003-01-01,female,50-54,other_citizen,0.4
W.P. Kuala Lumpur,2003-01-01,female,50-54,other_noncitizen,1.7
W.P. Kuala Lumpur,2003-01-01,female,55-59,overall,21.5
W.P. Kuala Lumpur,2003-01-01,female,55-59,bumi_malay,6.0
W.P. Kuala Lumpur,2003-01-01,female,55-59,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,female,55-59,chinese,11.8
W.P. Kuala Lumpur,2003-01-01,female,55-59,indian,2.6
W.P. Kuala Lumpur,2003-01-01,female,55-59,other_citizen,0.3
W.P. Kuala Lumpur,2003-01-01,female,55-59,other_noncitizen,0.8
W.P. Kuala Lumpur,2003-01-01,female,60-64,overall,15.5
W.P. Kuala Lumpur,2003-01-01,female,60-64,bumi_malay,3.7
W.P. Kuala Lumpur,2003-01-01,female,60-64,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,60-64,chinese,9.1
W.P. Kuala Lumpur,2003-01-01,female,60-64,indian,1.9
W.P. Kuala Lumpur,2003-01-01,female,60-64,other_citizen,0.2
W.P. Kuala Lumpur,2003-01-01,female,60-64,other_noncitizen,0.5
W.P. Kuala Lumpur,2003-01-01,female,65-69,overall,11.6
W.P. Kuala Lumpur,2003-01-01,female,65-69,bumi_malay,2.4
W.P. Kuala Lumpur,2003-01-01,female,65-69,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,65-69,chinese,6.9
W.P. Kuala Lumpur,2003-01-01,female,65-69,indian,1.6
W.P. Kuala Lumpur,2003-01-01,female,65-69,other_citizen,0.2
W.P. Kuala Lumpur,2003-01-01,female,65-69,other_noncitizen,0.5
W.P. Kuala Lumpur,2003-01-01,female,70-74,overall,7.6
W.P. Kuala Lumpur,2003-01-01,female,70-74,bumi_malay,1.4
W.P. Kuala Lumpur,2003-01-01,female,70-74,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,70-74,chinese,4.8
W.P. Kuala Lumpur,2003-01-01,female,70-74,indian,1.0
W.P. Kuala Lumpur,2003-01-01,female,70-74,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,female,70-74,other_noncitizen,0.4
W.P. Kuala Lumpur,2003-01-01,female,75-79,overall,4.7
W.P. Kuala Lumpur,2003-01-01,female,75-79,bumi_malay,0.9
W.P. Kuala Lumpur,2003-01-01,female,75-79,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,75-79,chinese,2.9
W.P. Kuala Lumpur,2003-01-01,female,75-79,indian,0.5
W.P. Kuala Lumpur,2003-01-01,female,75-79,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,female,75-79,other_noncitizen,0.3
W.P. Kuala Lumpur,2003-01-01,female,80-84,overall,2.3
W.P. Kuala Lumpur,2003-01-01,female,80-84,bumi_malay,0.3
W.P. Kuala Lumpur,2003-01-01,female,80-84,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,80-84,chinese,1.4
W.P. Kuala Lumpur,2003-01-01,female,80-84,indian,0.3
W.P. Kuala Lumpur,2003-01-01,female,80-84,other_citizen,0.0
W.P. Kuala Lumpur,2003-01-01,female,80-84,other_noncitizen,0.2
W.P. Kuala Lumpur,2003-01-01,female,85+,overall,1.9
W.P. Kuala Lumpur,2003-01-01,female,85+,bumi_malay,0.3
W.P. Kuala Lumpur,2003-01-01,female,85+,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,female,85+,chinese,1.2
W.P. Kuala Lumpur,2003-01-01,female,85+,indian,0.2
W.P. Kuala Lumpur,2003-01-01,female,85+,other_citizen,0.0
W.P. Kuala Lumpur,2003-01-01,female,85+,other_noncitizen,0.2
W.P. Kuala Lumpur,2003-01-01,male,overall,overall,764.6
W.P. Kuala Lumpur,2003-01-01,male,overall,bumi_malay,301.7
W.P. Kuala Lumpur,2003-01-01,male,overall,bumi_other,7.6
W.P. Kuala Lumpur,2003-01-01,male,overall,chinese,307.8
W.P. Kuala Lumpur,2003-01-01,male,overall,indian,77.5
W.P. Kuala Lumpur,2003-01-01,male,overall,other_citizen,8.4
W.P. Kuala Lumpur,2003-01-01,male,overall,other_noncitizen,61.6
W.P. Kuala Lumpur,2003-01-01,male,0-4,overall,77.0
W.P. Kuala Lumpur,2003-01-01,male,0-4,bumi_malay,37.4
W.P. Kuala Lumpur,2003-01-01,male,0-4,bumi_other,1.1
W.P. Kuala Lumpur,2003-01-01,male,0-4,chinese,25.8
W.P. Kuala Lumpur,2003-01-01,male,0-4,indian,7.3
W.P. Kuala Lumpur,2003-01-01,male,0-4,other_citizen,1.1
W.P. Kuala Lumpur,2003-01-01,male,0-4,other_noncitizen,4.3
W.P. Kuala Lumpur,2003-01-01,male,5-9,overall,68.3
W.P. Kuala Lumpur,2003-01-01,male,5-9,bumi_malay,33.8
W.P. Kuala Lumpur,2003-01-01,male,5-9,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,male,5-9,chinese,23.2
W.P. Kuala Lumpur,2003-01-01,male,5-9,indian,6.9
W.P. Kuala Lumpur,2003-01-01,male,5-9,other_citizen,1.3
W.P. Kuala Lumpur,2003-01-01,male,5-9,other_noncitizen,2.6
W.P. Kuala Lumpur,2003-01-01,male,10-14,overall,64.6
W.P. Kuala Lumpur,2003-01-01,male,10-14,bumi_malay,31.2
W.P. Kuala Lumpur,2003-01-01,male,10-14,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,male,10-14,chinese,22.9
W.P. Kuala Lumpur,2003-01-01,male,10-14,indian,6.6
W.P. Kuala Lumpur,2003-01-01,male,10-14,other_citizen,1.1
W.P. Kuala Lumpur,2003-01-01,male,10-14,other_noncitizen,2.4
W.P. Kuala Lumpur,2003-01-01,male,15-19,overall,69.4
W.P. Kuala Lumpur,2003-01-01,male,15-19,bumi_malay,31.2
W.P. Kuala Lumpur,2003-01-01,male,15-19,bumi_other,0.8
W.P. Kuala Lumpur,2003-01-01,male,15-19,chinese,25.2
W.P. Kuala Lumpur,2003-01-01,male,15-19,indian,6.7
W.P. Kuala Lumpur,2003-01-01,male,15-19,other_citizen,0.8
W.P. Kuala Lumpur,2003-01-01,male,15-19,other_noncitizen,4.8
W.P. Kuala Lumpur,2003-01-01,male,20-24,overall,74.6
W.P. Kuala Lumpur,2003-01-01,male,20-24,bumi_malay,31.1
W.P. Kuala Lumpur,2003-01-01,male,20-24,bumi_other,1.2
W.P. Kuala Lumpur,2003-01-01,male,20-24,chinese,28.0
W.P. Kuala Lumpur,2003-01-01,male,20-24,indian,7.1
W.P. Kuala Lumpur,2003-01-01,male,20-24,other_citizen,0.7
W.P. Kuala Lumpur,2003-01-01,male,20-24,other_noncitizen,6.5
W.P. Kuala Lumpur,2003-01-01,male,25-29,overall,79.2
W.P. Kuala Lumpur,2003-01-01,male,25-29,bumi_malay,30.4
W.P. Kuala Lumpur,2003-01-01,male,25-29,bumi_other,1.5
W.P. Kuala Lumpur,2003-01-01,male,25-29,chinese,30.9
W.P. Kuala Lumpur,2003-01-01,male,25-29,indian,7.5
W.P. Kuala Lumpur,2003-01-01,male,25-29,other_citizen,0.6
W.P. Kuala Lumpur,2003-01-01,male,25-29,other_noncitizen,8.3
W.P. Kuala Lumpur,2003-01-01,male,30-34,overall,70.1
W.P. Kuala Lumpur,2003-01-01,male,30-34,bumi_malay,25.7
W.P. Kuala Lumpur,2003-01-01,male,30-34,bumi_other,1.0
W.P. Kuala Lumpur,2003-01-01,male,30-34,chinese,27.7
W.P. Kuala Lumpur,2003-01-01,male,30-34,indian,6.8
W.P. Kuala Lumpur,2003-01-01,male,30-34,other_citizen,0.5
W.P. Kuala Lumpur,2003-01-01,male,30-34,other_noncitizen,8.3
W.P. Kuala Lumpur,2003-01-01,male,35-39,overall,60.1
W.P. Kuala Lumpur,2003-01-01,male,35-39,bumi_malay,21.1
W.P. Kuala Lumpur,2003-01-01,male,35-39,bumi_other,0.4
W.P. Kuala Lumpur,2003-01-01,male,35-39,chinese,24.3
W.P. Kuala Lumpur,2003-01-01,male,35-39,indian,6.2
W.P. Kuala Lumpur,2003-01-01,male,35-39,other_citizen,0.5
W.P. Kuala Lumpur,2003-01-01,male,35-39,other_noncitizen,7.7
W.P. Kuala Lumpur,2003-01-01,male,40-44,overall,54.2
W.P. Kuala Lumpur,2003-01-01,male,40-44,bumi_malay,18.4
W.P. Kuala Lumpur,2003-01-01,male,40-44,bumi_other,0.3
W.P. Kuala Lumpur,2003-01-01,male,40-44,chinese,23.1
W.P. Kuala Lumpur,2003-01-01,male,40-44,indian,6.0
W.P. Kuala Lumpur,2003-01-01,male,40-44,other_citizen,0.4
W.P. Kuala Lumpur,2003-01-01,male,40-44,other_noncitizen,6.0
W.P. Kuala Lumpur,2003-01-01,male,45-49,overall,44.4
W.P. Kuala Lumpur,2003-01-01,male,45-49,bumi_malay,14.7
W.P. Kuala Lumpur,2003-01-01,male,45-49,bumi_other,0.2
W.P. Kuala Lumpur,2003-01-01,male,45-49,chinese,20.2
W.P. Kuala Lumpur,2003-01-01,male,45-49,indian,5.1
W.P. Kuala Lumpur,2003-01-01,male,45-49,other_citizen,0.4
W.P. Kuala Lumpur,2003-01-01,male,45-49,other_noncitizen,3.7
W.P. Kuala Lumpur,2003-01-01,male,50-54,overall,34.6
W.P. Kuala Lumpur,2003-01-01,male,50-54,bumi_malay,10.8
W.P. Kuala Lumpur,2003-01-01,male,50-54,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,male,50-54,chinese,16.9
W.P. Kuala Lumpur,2003-01-01,male,50-54,indian,3.9
W.P. Kuala Lumpur,2003-01-01,male,50-54,other_citizen,0.3
W.P. Kuala Lumpur,2003-01-01,male,50-54,other_noncitizen,2.5
W.P. Kuala Lumpur,2003-01-01,male,55-59,overall,24.6
W.P. Kuala Lumpur,2003-01-01,male,55-59,bumi_malay,6.7
W.P. Kuala Lumpur,2003-01-01,male,55-59,bumi_other,0.1
W.P. Kuala Lumpur,2003-01-01,male,55-59,chinese,13.4
W.P. Kuala Lumpur,2003-01-01,male,55-59,indian,2.6
W.P. Kuala Lumpur,2003-01-01,male,55-59,other_citizen,0.2
W.P. Kuala Lumpur,2003-01-01,male,55-59,other_noncitizen,1.7
W.P. Kuala Lumpur,2003-01-01,male,60-64,overall,17.3
W.P. Kuala Lumpur,2003-01-01,male,60-64,bumi_malay,4.2
W.P. Kuala Lumpur,2003-01-01,male,60-64,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,60-64,chinese,10.1
W.P. Kuala Lumpur,2003-01-01,male,60-64,indian,1.8
W.P. Kuala Lumpur,2003-01-01,male,60-64,other_citizen,0.2
W.P. Kuala Lumpur,2003-01-01,male,60-64,other_noncitizen,1.1
W.P. Kuala Lumpur,2003-01-01,male,65-69,overall,12.0
W.P. Kuala Lumpur,2003-01-01,male,65-69,bumi_malay,2.5
W.P. Kuala Lumpur,2003-01-01,male,65-69,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,65-69,chinese,7.3
W.P. Kuala Lumpur,2003-01-01,male,65-69,indian,1.3
W.P. Kuala Lumpur,2003-01-01,male,65-69,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,male,65-69,other_noncitizen,0.7
W.P. Kuala Lumpur,2003-01-01,male,70-74,overall,7.0
W.P. Kuala Lumpur,2003-01-01,male,70-74,bumi_malay,1.3
W.P. Kuala Lumpur,2003-01-01,male,70-74,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,70-74,chinese,4.4
W.P. Kuala Lumpur,2003-01-01,male,70-74,indian,0.8
W.P. Kuala Lumpur,2003-01-01,male,70-74,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,male,70-74,other_noncitizen,0.4
W.P. Kuala Lumpur,2003-01-01,male,75-79,overall,3.9
W.P. Kuala Lumpur,2003-01-01,male,75-79,bumi_malay,0.7
W.P. Kuala Lumpur,2003-01-01,male,75-79,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,75-79,chinese,2.3
W.P. Kuala Lumpur,2003-01-01,male,75-79,indian,0.5
W.P. Kuala Lumpur,2003-01-01,male,75-79,other_citizen,0.1
W.P. Kuala Lumpur,2003-01-01,male,75-79,other_noncitizen,0.3
W.P. Kuala Lumpur,2003-01-01,male,80-84,overall,1.6
W.P. Kuala Lumpur,2003-01-01,male,80-84,bumi_malay,0.2
W.P. Kuala Lumpur,2003-01-01,male,80-84,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,80-84,chinese,1.0
W.P. Kuala Lumpur,2003-01-01,male,80-84,indian,0.2
W.P. Kuala Lumpur,2003-01-01,male,80-84,other_citizen,0.0
W.P. Kuala Lumpur,2003-01-01,male,80-84,other_noncitizen,0.1
W.P. Kuala Lumpur,2003-01-01,male,85+,overall,1.6
W.P. Kuala Lumpur,2003-01-01,male,85+,bumi_malay,0.2
W.P. Kuala Lumpur,2003-01-01,male,85+,bumi_other,0.0
W.P. Kuala Lumpur,2003-01-01,male,85+,chinese,1.0
W.P. Kuala Lumpur,2003-01-01,male,85+,indian,0.2
W.P. Kuala Lumpur,2003-01-01,male,85+,other_citizen,0.0
W.P. Kuala Lumpur,2003-01-01,male,85+,other_noncitizen,0.1
W.P. Kuala Lumpur,2004-01-01,both,overall,overall,1526.4
W.P. Kuala Lumpur,2004-01-01,both,overall,bumi_malay,611.7
W.P. Kuala Lumpur,2004-01-01,both,overall,bumi_other,14.6
W.P. Kuala Lumpur,2004-01-01,both,overall,chinese,609.6
W.P. Kuala Lumpur,2004-01-01,both,overall,indian,153.9
W.P. Kuala Lumpur,2004-01-01,both,overall,other_citizen,18.0
W.P. Kuala Lumpur,2004-01-01,both,overall,other_noncitizen,118.6
W.P. Kuala Lumpur,2004-01-01,both,0-4,overall,140.3
W.P. Kuala Lumpur,2004-01-01,both,0-4,bumi_malay,69.2
W.P. Kuala Lumpur,2004-01-01,both,0-4,bumi_other,2.1
W.P. Kuala Lumpur,2004-01-01,both,0-4,chinese,46.6
W.P. Kuala Lumpur,2004-01-01,both,0-4,indian,13.5
W.P. Kuala Lumpur,2004-01-01,both,0-4,other_citizen,1.9
W.P. Kuala Lumpur,2004-01-01,both,0-4,other_noncitizen,6.9
W.P. Kuala Lumpur,2004-01-01,both,5-9,overall,137.2
W.P. Kuala Lumpur,2004-01-01,both,5-9,bumi_malay,67.2
W.P. Kuala Lumpur,2004-01-01,both,5-9,bumi_other,1.0
W.P. Kuala Lumpur,2004-01-01,both,5-9,chinese,47.1
W.P. Kuala Lumpur,2004-01-01,both,5-9,indian,13.7
W.P. Kuala Lumpur,2004-01-01,both,5-9,other_citizen,2.5
W.P. Kuala Lumpur,2004-01-01,both,5-9,other_noncitizen,5.7
W.P. Kuala Lumpur,2004-01-01,both,10-14,overall,128.9
W.P. Kuala Lumpur,2004-01-01,both,10-14,bumi_malay,63.4
W.P. Kuala Lumpur,2004-01-01,both,10-14,bumi_other,0.9
W.P. Kuala Lumpur,2004-01-01,both,10-14,chinese,45.1
W.P. Kuala Lumpur,2004-01-01,both,10-14,indian,12.9
W.P. Kuala Lumpur,2004-01-01,both,10-14,other_citizen,2.2
W.P. Kuala Lumpur,2004-01-01,both,10-14,other_noncitizen,4.3
W.P. Kuala Lumpur,2004-01-01,both,15-19,overall,143.8
W.P. Kuala Lumpur,2004-01-01,both,15-19,bumi_malay,65.9
W.P. Kuala Lumpur,2004-01-01,both,15-19,bumi_other,1.6
