page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,5.28%,5.28,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.31%,0.31,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,14.25%,14.25,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,3.63%,3.63,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.00%,0,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,2.11%,2.11,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.09%,0.09,,%,Scraped from Power BI details cards.,2026-09-11T09:33:06.510Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,"10,502.91",10502.91,10502.91,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,11.73%,11.73,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,2.19%,2.19,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,14.33%,14.33,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,26.23%,26.23,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,30.97%,30.97,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,31.91%,31.91,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,11.58%,11.58,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,4.44%,4.44,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,"3,916.23",3916.23,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,8.02%,8.02,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.13%,0.13,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,8.80%,8.8,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,2.97%,2.97,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.01%,0.01,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,0.18%,0.18,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Sep,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.62%,0.62,,%,Scraped from Power BI details cards.,2026-09-11T09:33:08.942Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,"11,732.43",11732.43,11732.43,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,12.70%,12.7,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,1.44%,1.44,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,16.45%,16.45,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,29.92%,29.92,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,-9.33%,-9.33,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,27.55%,27.55,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,11.84%,11.84,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,3.77%,3.77,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,"3,774.71",3774.71,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,7.61%,7.61,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.05%,0.05,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,5.70%,5.7,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,3.13%,3.13,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.14%,0.14,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,0.57%,0.57,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2023,2019,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,1.22%,1.22,,%,Scraped from Power BI details cards.,2026-09-11T09:33:12.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,"15,115.31",15115.31,15115.31,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,12.46%,12.46,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,2.15%,2.15,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,14.79%,14.79,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,23.94%,23.94,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,28.83%,28.83,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,31.32%,31.32,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,12.96%,12.96,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,4.51%,4.51,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,"4,139.29",4139.29,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,8.30%,8.3,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,0.12%,0.12,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,9.66%,9.66,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,3.42%,3.42,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,0.06%,0.06,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,0.22%,0.22,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Dec,2024,2023,Indonesia,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,0.55%,0.55,,%,Scraped from Power BI details cards.,2026-09-11T09:33:15.160Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:20.270Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Mar,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:22.710Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure profile,Growth,Growth Receipts Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure profile,Receipt per capita,Sum of per_capita_cumulative,All spending categories,--,,,RM,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure profile,Receipt per capita growth,Growth Capita Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2023,2019,Iran,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:26.350Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure profile,Receipt,Total Receipts Cumulative,All spending categories,--,,,RM million,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure profile,Market share,Share Receipt Cont Cumulative,All spending categories,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
5,Tourist-Details (Months),Details,Tourists,Months,Jan-Jun,2024,2023,Iran,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:33:28.790Z
