page_number,report_page,dashboard_section,audience,period_type,selected_period,year,compare_to_year,market,metric_group,metric_name,raw_powerbi_metric,spending_category,value_display,value_numeric,value_rm_million,unit,notes,scraped_at
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"6,307.18",6307.18,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,15.75%,15.75,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:31.656Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure profile,Receipt,Total Receipts,All spending categories,"2,263.39",2263.39,2263.39,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure profile,Market share,Share Receipt Cont,All spending categories,10.18%,10.18,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure profile,Growth,Growth Receipts,All spending categories,-7.26%,-7.26,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"4,789.75",4789.75,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,-24.06%,-24.06,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 1,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:34.082Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure profile,Receipt,Total Receipts,All spending categories,"1,451.09",1451.09,1451.09,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure profile,Market share,Share Receipt Cont,All spending categories,8.67%,8.67,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure profile,Growth,Growth Receipts,All spending categories,-35.08%,-35.08,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"4,135.30",4135.3,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,-20.37%,-20.37,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:37.700Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure profile,Receipt,Total Receipts,All spending categories,"2,188.53",2188.53,2188.53,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure profile,Market share,Share Receipt Cont,All spending categories,9.44%,9.44,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure profile,Growth,Growth Receipts,All spending categories,50.82%,50.82,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of international_airfare_receipt_share,International Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure profile,Receipt per capita,Sum of per_capita,All spending categories,"5,011.75",5011.75,,RM,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of local_transportation_receipt_share,Local Transportation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of fuel_receipt_share,Fuel,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure profile,Receipt per capita growth,Growth Capita,All spending categories,21.19%,21.19,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of entertainment_receipt_share,Entertainment,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of sport_receipt_share,Sports,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of domestic_airfare_receipt_share,Domestic Airfares,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 2,2024,2023,Others,Expenditure components share,Share of visitor expenditure,Sum of other_receipt_share,Others,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:40.142Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure profile,Receipt,Total Receipts,All spending categories,"1,917.09",1917.09,1917.09,RM million,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of accommodation_receipt_share,Accommodation,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of organized_tour_receipt_share,Organised Tour,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure profile,Market share,Share Receipt Cont,All spending categories,10.01%,10.01,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of medical_receipt_share,Medical,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure profile,Growth,Growth Receipts,All spending categories,-40.15%,-40.15,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of shopping_receipt_share,Shopping,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
6,Tourist-Details (Quarter),Details,Tourists,Quarter,Quarter 3,2023,2019,Others,Expenditure components share,Share of visitor expenditure,Sum of fnb_receipt_share,Food & Beverages,--,,,%,Scraped from Power BI details cards.,2026-09-11T09:49:43.754Z
