series,date,state,sector,value
abs,2025-01-01,Terengganu,p5,21499.089
abs,2025-01-01,Terengganu,p6,63.694
abs,2025-01-01,W.P. Kuala Lumpur,p0,265103.982
abs,2025-01-01,W.P. Kuala Lumpur,p1,0.0
abs,2025-01-01,W.P. Kuala Lumpur,p2,163.349
abs,2025-01-01,W.P. Kuala Lumpur,p3,6888.711
abs,2025-01-01,W.P. Kuala Lumpur,p4,13493.697
abs,2025-01-01,W.P. Kuala Lumpur,p5,243185.203
abs,2025-01-01,W.P. Kuala Lumpur,p6,1371.954
abs,2025-01-01,W.P. Labuan,p0,8700.231
abs,2025-01-01,W.P. Labuan,p1,128.132
abs,2025-01-01,W.P. Labuan,p2,0.0
abs,2025-01-01,W.P. Labuan,p3,1374.157
abs,2025-01-01,W.P. Labuan,p4,155.213
abs,2025-01-01,W.P. Labuan,p5,6980.851
abs,2025-01-01,W.P. Labuan,p6,61.878
abs,2025-01-01,W.P. Putrajaya,p0,14365.914
abs,2025-01-01,W.P. Putrajaya,p1,0.0
abs,2025-01-01,W.P. Putrajaya,p2,0.0
abs,2025-01-01,W.P. Putrajaya,p3,0.0
abs,2025-01-01,W.P. Putrajaya,p4,496.121
abs,2025-01-01,W.P. Putrajaya,p5,13851.147
abs,2025-01-01,W.P. Putrajaya,p6,14.661
growth_yoy,2016-01-01,Johor,p0,6.1
growth_yoy,2016-01-01,Johor,p1,-3.7
growth_yoy,2016-01-01,Johor,p2,19.7
growth_yoy,2016-01-01,Johor,p3,5.4
growth_yoy,2016-01-01,Johor,p4,23.5
growth_yoy,2016-01-01,Johor,p5,6.0
growth_yoy,2016-01-01,Johor,p6,39.6
growth_yoy,2016-01-01,Kedah,p0,4.1
growth_yoy,2016-01-01,Kedah,p1,-4.1
growth_yoy,2016-01-01,Kedah,p2,15.2
growth_yoy,2016-01-01,Kedah,p3,4.4
growth_yoy,2016-01-01,Kedah,p4,15.7
growth_yoy,2016-01-01,Kedah,p5,5.3
growth_yoy,2016-01-01,Kedah,p6,11.6
growth_yoy,2016-01-01,Kelantan,p0,5.0
growth_yoy,2016-01-01,Kelantan,p1,3.6
growth_yoy,2016-01-01,Kelantan,p2,12.3
growth_yoy,2016-01-01,Kelantan,p3,2.1
growth_yoy,2016-01-01,Kelantan,p4,29.4
growth_yoy,2016-01-01,Kelantan,p5,4.9
growth_yoy,2016-01-01,Kelantan,p6,-17.5
growth_yoy,2016-01-01,Melaka,p0,4.5
growth_yoy,2016-01-01,Melaka,p1,4.1
growth_yoy,2016-01-01,Melaka,p2,19.6
growth_yoy,2016-01-01,Melaka,p3,4.0
growth_yoy,2016-01-01,Melaka,p4,5.4
growth_yoy,2016-01-01,Melaka,p5,5.0
growth_yoy,2016-01-01,Melaka,p6,4.4
growth_yoy,2016-01-01,Negeri Sembilan,p0,3.9
growth_yoy,2016-01-01,Negeri Sembilan,p1,-5.5
growth_yoy,2016-01-01,Negeri Sembilan,p2,19.5
growth_yoy,2016-01-01,Negeri Sembilan,p3,2.9
growth_yoy,2016-01-01,Negeri Sembilan,p4,9.5
growth_yoy,2016-01-01,Negeri Sembilan,p5,5.4
growth_yoy,2016-01-01,Negeri Sembilan,p6,15.3
growth_yoy,2016-01-01,Pahang,p0,2.9
growth_yoy,2016-01-01,Pahang,p1,-4.0
growth_yoy,2016-01-01,Pahang,p2,-33.0
growth_yoy,2016-01-01,Pahang,p3,3.9
growth_yoy,2016-01-01,Pahang,p4,29.5
growth_yoy,2016-01-01,Pahang,p5,5.4
growth_yoy,2016-01-01,Pahang,p6,25.7
growth_yoy,2016-01-01,Perak,p0,4.4
growth_yoy,2016-01-01,Perak,p1,-1.9
growth_yoy,2016-01-01,Perak,p2,16.8
growth_yoy,2016-01-01,Perak,p3,5.0
growth_yoy,2016-01-01,Perak,p4,8.0
growth_yoy,2016-01-01,Perak,p5,5.5
growth_yoy,2016-01-01,Perak,p6,27.2
growth_yoy,2016-01-01,Perlis,p0,4.0
growth_yoy,2016-01-01,Perlis,p1,3.4
growth_yoy,2016-01-01,Perlis,p2,-10.5
growth_yoy,2016-01-01,Perlis,p3,-2.1
growth_yoy,2016-01-01,Perlis,p4,9.7
growth_yoy,2016-01-01,Perlis,p5,4.8
growth_yoy,2016-01-01,Perlis,p6,7.7
growth_yoy,2016-01-01,Pulau Pinang,p0,5.6
growth_yoy,2016-01-01,Pulau Pinang,p1,-4.6
growth_yoy,2016-01-01,Pulau Pinang,p2,9.0
growth_yoy,2016-01-01,Pulau Pinang,p3,5.4
growth_yoy,2016-01-01,Pulau Pinang,p4,10.0
growth_yoy,2016-01-01,Pulau Pinang,p5,5.8
growth_yoy,2016-01-01,Pulau Pinang,p6,13.5
growth_yoy,2016-01-01,Sabah,p0,5.1
growth_yoy,2016-01-01,Sabah,p1,-10.5
growth_yoy,2016-01-01,Sabah,p2,20.8
growth_yoy,2016-01-01,Sabah,p3,-3.7
growth_yoy,2016-01-01,Sabah,p4,-3.6
growth_yoy,2016-01-01,Sabah,p5,5.7
growth_yoy,2016-01-01,Sabah,p6,5.7
growth_yoy,2016-01-01,Sarawak,p0,2.4
growth_yoy,2016-01-01,Sarawak,p1,-2.1
growth_yoy,2016-01-01,Sarawak,p2,-2.0
growth_yoy,2016-01-01,Sarawak,p3,4.5
growth_yoy,2016-01-01,Sarawak,p4,-5.4
growth_yoy,2016-01-01,Sarawak,p5,6.8
growth_yoy,2016-01-01,Sarawak,p6,10.4
growth_yoy,2016-01-01,Selangor,p0,4.8
growth_yoy,2016-01-01,Selangor,p1,-5.0
growth_yoy,2016-01-01,Selangor,p2,29.0
growth_yoy,2016-01-01,Selangor,p3,4.2
growth_yoy,2016-01-01,Selangor,p4,-2.6
growth_yoy,2016-01-01,Selangor,p5,6.0
growth_yoy,2016-01-01,Selangor,p6,5.3
growth_yoy,2016-01-01,Terengganu,p0,3.2
growth_yoy,2016-01-01,Terengganu,p1,-3.0
growth_yoy,2016-01-01,Terengganu,p2,9.4
growth_yoy,2016-01-01,Terengganu,p3,7.3
growth_yoy,2016-01-01,Terengganu,p4,1.8
growth_yoy,2016-01-01,Terengganu,p5,1.5
growth_yoy,2016-01-01,Terengganu,p6,2.0
growth_yoy,2017-01-01,Johor,p0,5.9
growth_yoy,2017-01-01,Johor,p1,7.6
growth_yoy,2017-01-01,Johor,p2,15.1
growth_yoy,2017-01-01,Johor,p3,6.9
growth_yoy,2017-01-01,Johor,p4,-6.4
growth_yoy,2017-01-01,Johor,p5,6.6
growth_yoy,2017-01-01,Johor,p6,8.6
growth_yoy,2017-01-01,Kedah,p0,4.6
growth_yoy,2017-01-01,Kedah,p1,5.0
growth_yoy,2017-01-01,Kedah,p2,14.5
growth_yoy,2017-01-01,Kedah,p3,4.3
growth_yoy,2017-01-01,Kedah,p4,-7.0
growth_yoy,2017-01-01,Kedah,p5,5.3
growth_yoy,2017-01-01,Kedah,p6,-4.8
growth_yoy,2017-01-01,Kelantan,p0,4.6
growth_yoy,2017-01-01,Kelantan,p1,3.6
growth_yoy,2017-01-01,Kelantan,p2,16.7
growth_yoy,2017-01-01,Kelantan,p3,9.0
growth_yoy,2017-01-01,Kelantan,p4,-9.5
growth_yoy,2017-01-01,Kelantan,p5,4.9
growth_yoy,2017-01-01,Kelantan,p6,6.2
growth_yoy,2017-01-01,Melaka,p0,8.3
growth_yoy,2017-01-01,Melaka,p1,7.3
growth_yoy,2017-01-01,Melaka,p2,7.6
growth_yoy,2017-01-01,Melaka,p3,6.8
growth_yoy,2017-01-01,Melaka,p4,72.4
growth_yoy,2017-01-01,Melaka,p5,5.4
growth_yoy,2017-01-01,Melaka,p6,183.6
growth_yoy,2017-01-01,Negeri Sembilan,p0,4.9
growth_yoy,2017-01-01,Negeri Sembilan,p1,8.7
growth_yoy,2017-01-01,Negeri Sembilan,p2,9.8
growth_yoy,2017-01-01,Negeri Sembilan,p3,3.2
growth_yoy,2017-01-01,Negeri Sembilan,p4,17.0
growth_yoy,2017-01-01,Negeri Sembilan,p5,4.7
growth_yoy,2017-01-01,Negeri Sembilan,p6,5.3
growth_yoy,2017-01-01,Pahang,p0,7.3
growth_yoy,2017-01-01,Pahang,p1,9.5
growth_yoy,2017-01-01,Pahang,p2,-19.3
growth_yoy,2017-01-01,Pahang,p3,6.6
growth_yoy,2017-01-01,Pahang,p4,18.5
growth_yoy,2017-01-01,Pahang,p5,6.1
growth_yoy,2017-01-01,Pahang,p6,76.0
growth_yoy,2017-01-01,Perak,p0,5.1
growth_yoy,2017-01-01,Perak,p1,7.8
growth_yoy,2017-01-01,Perak,p2,5.9
growth_yoy,2017-01-01,Perak,p3,8.0
growth_yoy,2017-01-01,Perak,p4,-24.2
growth_yoy,2017-01-01,Perak,p5,5.6
growth_yoy,2017-01-01,Perak,p6,33.7
growth_yoy,2017-01-01,Perlis,p0,2.2
growth_yoy,2017-01-01,Perlis,p1,4.1
growth_yoy,2017-01-01,Perlis,p2,8.3
growth_yoy,2017-01-01,Perlis,p3,2.3
growth_yoy,2017-01-01,Perlis,p4,-42.8
growth_yoy,2017-01-01,Perlis,p5,4.0
growth_yoy,2017-01-01,Perlis,p6,10.4
growth_yoy,2017-01-01,Pulau Pinang,p0,5.2
growth_yoy,2017-01-01,Pulau Pinang,p1,2.3
growth_yoy,2017-01-01,Pulau Pinang,p2,6.2
growth_yoy,2017-01-01,Pulau Pinang,p3,5.7
growth_yoy,2017-01-01,Pulau Pinang,p4,-9.9
growth_yoy,2017-01-01,Pulau Pinang,p5,5.6
growth_yoy,2017-01-01,Pulau Pinang,p6,25.9
growth_yoy,2017-01-01,Sabah,p0,8.1
growth_yoy,2017-01-01,Sabah,p1,4.7
growth_yoy,2017-01-01,Sabah,p2,15.7
growth_yoy,2017-01-01,Sabah,p3,5.4
growth_yoy,2017-01-01,Sabah,p4,-1.5
growth_yoy,2017-01-01,Sabah,p5,5.5
growth_yoy,2017-01-01,Sabah,p6,16.6
growth_yoy,2017-01-01,Sarawak,p0,4.5
growth_yoy,2017-01-01,Sarawak,p1,0.6
growth_yoy,2017-01-01,Sarawak,p2,3.3
growth_yoy,2017-01-01,Sarawak,p3,3.7
growth_yoy,2017-01-01,Sarawak,p4,19.8
growth_yoy,2017-01-01,Sarawak,p5,6.2
growth_yoy,2017-01-01,Sarawak,p6,16.6
growth_yoy,2017-01-01,Selangor,p0,7.2
growth_yoy,2017-01-01,Selangor,p1,11.5
growth_yoy,2017-01-01,Selangor,p2,7.6
growth_yoy,2017-01-01,Selangor,p3,7.9
growth_yoy,2017-01-01,Selangor,p4,8.2
growth_yoy,2017-01-01,Selangor,p5,7.0
growth_yoy,2017-01-01,Selangor,p6,1.3
growth_yoy,2017-01-01,Terengganu,p0,5.7
growth_yoy,2017-01-01,Terengganu,p1,9.0
growth_yoy,2017-01-01,Terengganu,p2,9.1
growth_yoy,2017-01-01,Terengganu,p3,3.9
growth_yoy,2017-01-01,Terengganu,p4,38.7
growth_yoy,2017-01-01,Terengganu,p5,4.4
growth_yoy,2017-01-01,Terengganu,p6,110.7
growth_yoy,2018-01-01,Johor,p0,5.7
growth_yoy,2018-01-01,Johor,p1,0.5
growth_yoy,2018-01-01,Johor,p2,8.5
growth_yoy,2018-01-01,Johor,p3,5.1
growth_yoy,2018-01-01,Johor,p4,9.6
growth_yoy,2018-01-01,Johor,p5,7.3
growth_yoy,2018-01-01,Johor,p6,-10.3
growth_yoy,2018-01-01,Kedah,p0,4.0
growth_yoy,2018-01-01,Kedah,p1,0.1
growth_yoy,2018-01-01,Kedah,p2,4.9
growth_yoy,2018-01-01,Kedah,p3,3.0
growth_yoy,2018-01-01,Kedah,p4,8.7
growth_yoy,2018-01-01,Kedah,p5,5.4
growth_yoy,2018-01-01,Kedah,p6,-8.4
growth_yoy,2018-01-01,Kelantan,p0,2.7
growth_yoy,2018-01-01,Kelantan,p1,-0.8
growth_yoy,2018-01-01,Kelantan,p2,19.7
growth_yoy,2018-01-01,Kelantan,p3,0.3
growth_yoy,2018-01-01,Kelantan,p4,-37.7
growth_yoy,2018-01-01,Kelantan,p5,5.2
growth_yoy,2018-01-01,Kelantan,p6,-1.6
growth_yoy,2018-01-01,Melaka,p0,3.8
growth_yoy,2018-01-01,Melaka,p1,-1.2
growth_yoy,2018-01-01,Melaka,p2,9.5
growth_yoy,2018-01-01,Melaka,p3,4.6
growth_yoy,2018-01-01,Melaka,p4,-13.1
growth_yoy,2018-01-01,Melaka,p5,6.0
growth_yoy,2018-01-01,Melaka,p6,-4.6
growth_yoy,2018-01-01,Negeri Sembilan,p0,4.3
growth_yoy,2018-01-01,Negeri Sembilan,p1,0.1
growth_yoy,2018-01-01,Negeri Sembilan,p2,3.0
growth_yoy,2018-01-01,Negeri Sembilan,p3,3.3
growth_yoy,2018-01-01,Negeri Sembilan,p4,11.6
growth_yoy,2018-01-01,Negeri Sembilan,p5,5.8
growth_yoy,2018-01-01,Negeri Sembilan,p6,-9.5
growth_yoy,2018-01-01,Pahang,p0,3.1
growth_yoy,2018-01-01,Pahang,p1,1.3
growth_yoy,2018-01-01,Pahang,p2,-0.6
growth_yoy,2018-01-01,Pahang,p3,5.8
growth_yoy,2018-01-01,Pahang,p4,-25.7
growth_yoy,2018-01-01,Pahang,p5,6.5
growth_yoy,2018-01-01,Pahang,p6,-19.2
growth_yoy,2018-01-01,Perak,p0,5.3
growth_yoy,2018-01-01,Perak,p1,0.5
growth_yoy,2018-01-01,Perak,p2,5.1
growth_yoy,2018-01-01,Perak,p3,4.2
growth_yoy,2018-01-01,Perak,p4,10.6
growth_yoy,2018-01-01,Perak,p5,6.7
growth_yoy,2018-01-01,Perak,p6,-13.8
growth_yoy,2018-01-01,Perlis,p0,3.3
growth_yoy,2018-01-01,Perlis,p1,0.9
growth_yoy,2018-01-01,Perlis,p2,6.1
growth_yoy,2018-01-01,Perlis,p3,1.5
growth_yoy,2018-01-01,Perlis,p4,21.5
growth_yoy,2018-01-01,Perlis,p5,4.3
growth_yoy,2018-01-01,Perlis,p6,-12.3
growth_yoy,2018-01-01,Pulau Pinang,p0,5.1
growth_yoy,2018-01-01,Pulau Pinang,p1,-3.2
growth_yoy,2018-01-01,Pulau Pinang,p2,8.7
growth_yoy,2018-01-01,Pulau Pinang,p3,5.4
growth_yoy,2018-01-01,Pulau Pinang,p4,-2.6
growth_yoy,2018-01-01,Pulau Pinang,p5,6.1
growth_yoy,2018-01-01,Pulau Pinang,p6,-10.5
growth_yoy,2018-01-01,Sabah,p0,1.5
growth_yoy,2018-01-01,Sabah,p1,-0.3
growth_yoy,2018-01-01,Sabah,p2,-5.7
growth_yoy,2018-01-01,Sabah,p3,2.4
growth_yoy,2018-01-01,Sabah,p4,25.7
growth_yoy,2018-01-01,Sabah,p5,5.6
growth_yoy,2018-01-01,Sabah,p6,-7.1
growth_yoy,2018-01-01,Sarawak,p0,2.2
growth_yoy,2018-01-01,Sarawak,p1,-0.7
growth_yoy,2018-01-01,Sarawak,p2,-1.9
growth_yoy,2018-01-01,Sarawak,p3,2.2
growth_yoy,2018-01-01,Sarawak,p4,1.1
growth_yoy,2018-01-01,Sarawak,p5,6.4
growth_yoy,2018-01-01,Sarawak,p6,-8.7
growth_yoy,2018-01-01,Selangor,p0,7.0
growth_yoy,2018-01-01,Selangor,p1,5.0
growth_yoy,2018-01-01,Selangor,p2,6.6
growth_yoy,2018-01-01,Selangor,p3,7.3
growth_yoy,2018-01-01,Selangor,p4,6.1
growth_yoy,2018-01-01,Selangor,p5,7.7
growth_yoy,2018-01-01,Selangor,p6,-9.0
growth_yoy,2018-01-01,Terengganu,p0,2.5
growth_yoy,2018-01-01,Terengganu,p1,-2.5
growth_yoy,2018-01-01,Terengganu,p2,5.4
growth_yoy,2018-01-01,Terengganu,p3,3.7
growth_yoy,2018-01-01,Terengganu,p4,-9.0
growth_yoy,2018-01-01,Terengganu,p5,3.6
growth_yoy,2018-01-01,Terengganu,p6,-38.9
growth_yoy,2019-01-01,Johor,p0,2.8
growth_yoy,2019-01-01,Johor,p1,1.0
growth_yoy,2019-01-01,Johor,p2,14.3
growth_yoy,2019-01-01,Johor,p3,4.7
growth_yoy,2019-01-01,Johor,p4,-27.3
growth_yoy,2019-01-01,Johor,p5,6.5
growth_yoy,2019-01-01,Johor,p6,-3.8
growth_yoy,2019-01-01,Kedah,p0,4.5
growth_yoy,2019-01-01,Kedah,p1,3.3
growth_yoy,2019-01-01,Kedah,p2,9.1
growth_yoy,2019-01-01,Kedah,p3,4.7
growth_yoy,2019-01-01,Kedah,p4,8.1
growth_yoy,2019-01-01,Kedah,p5,4.9
growth_yoy,2019-01-01,Kedah,p6,-20.3
growth_yoy,2019-01-01,Kelantan,p0,5.5
growth_yoy,2019-01-01,Kelantan,p1,7.1
growth_yoy,2019-01-01,Kelantan,p2,15.9
growth_yoy,2019-01-01,Kelantan,p3,1.5
growth_yoy,2019-01-01,Kelantan,p4,18.1
growth_yoy,2019-01-01,Kelantan,p5,4.9
growth_yoy,2019-01-01,Kelantan,p6,15.0
growth_yoy,2019-01-01,Melaka,p0,2.9
growth_yoy,2019-01-01,Melaka,p1,-2.9
growth_yoy,2019-01-01,Melaka,p2,9.6
growth_yoy,2019-01-01,Melaka,p3,2.5
growth_yoy,2019-01-01,Melaka,p4,-9.2
growth_yoy,2019-01-01,Melaka,p5,6.0
growth_yoy,2019-01-01,Melaka,p6,-66.5
growth_yoy,2019-01-01,Negeri Sembilan,p0,5.1
growth_yoy,2019-01-01,Negeri Sembilan,p1,7.0
growth_yoy,2019-01-01,Negeri Sembilan,p2,5.4
growth_yoy,2019-01-01,Negeri Sembilan,p3,2.5
growth_yoy,2019-01-01,Negeri Sembilan,p4,-3.8
growth_yoy,2019-01-01,Negeri Sembilan,p5,8.6
growth_yoy,2019-01-01,Negeri Sembilan,p6,-18.6
growth_yoy,2019-01-01,Pahang,p0,3.8
growth_yoy,2019-01-01,Pahang,p1,3.5
growth_yoy,2019-01-01,Pahang,p2,16.2
growth_yoy,2019-01-01,Pahang,p3,4.7
growth_yoy,2019-01-01,Pahang,p4,-28.0
growth_yoy,2019-01-01,Pahang,p5,6.2
growth_yoy,2019-01-01,Pahang,p6,-53.7
growth_yoy,2019-01-01,Perak,p0,4.1
growth_yoy,2019-01-01,Perak,p1,2.9
growth_yoy,2019-01-01,Perak,p2,9.5
growth_yoy,2019-01-01,Perak,p3,3.5
growth_yoy,2019-01-01,Perak,p4,6.6
growth_yoy,2019-01-01,Perak,p5,4.5
growth_yoy,2019-01-01,Perak,p6,-70.4
growth_yoy,2019-01-01,Perlis,p0,4.5
growth_yoy,2019-01-01,Perlis,p1,5.8
growth_yoy,2019-01-01,Perlis,p2,2.3
growth_yoy,2019-01-01,Perlis,p3,1.0
growth_yoy,2019-01-01,Perlis,p4,13.2
growth_yoy,2019-01-01,Perlis,p5,5.0
growth_yoy,2019-01-01,Perlis,p6,-26.7
growth_yoy,2019-01-01,Pulau Pinang,p0,3.7
growth_yoy,2019-01-01,Pulau Pinang,p1,5.0
growth_yoy,2019-01-01,Pulau Pinang,p2,9.6
growth_yoy,2019-01-01,Pulau Pinang,p3,2.7
growth_yoy,2019-01-01,Pulau Pinang,p4,0.9
growth_yoy,2019-01-01,Pulau Pinang,p5,5.5
growth_yoy,2019-01-01,Pulau Pinang,p6,-33.4
growth_yoy,2019-01-01,Sabah,p0,0.7
growth_yoy,2019-01-01,Sabah,p1,-0.8
growth_yoy,2019-01-01,Sabah,p2,-5.2
growth_yoy,2019-01-01,Sabah,p3,-0.6
growth_yoy,2019-01-01,Sabah,p4,6.2
growth_yoy,2019-01-01,Sabah,p5,5.4
growth_yoy,2019-01-01,Sabah,p6,-42.7
growth_yoy,2019-01-01,Sarawak,p0,2.8
growth_yoy,2019-01-01,Sarawak,p1,-0.2
growth_yoy,2019-01-01,Sarawak,p2,1.3
growth_yoy,2019-01-01,Sarawak,p3,2.9
growth_yoy,2019-01-01,Sarawak,p4,1.7
growth_yoy,2019-01-01,Sarawak,p5,5.3
growth_yoy,2019-01-01,Sarawak,p6,-33.0
growth_yoy,2019-01-01,Selangor,p0,6.7
growth_yoy,2019-01-01,Selangor,p1,3.8
growth_yoy,2019-01-01,Selangor,p2,16.5
growth_yoy,2019-01-01,Selangor,p3,5.3
growth_yoy,2019-01-01,Selangor,p4,10.8
growth_yoy,2019-01-01,Selangor,p5,7.0
growth_yoy,2019-01-01,Selangor,p6,8.2
growth_yoy,2019-01-01,Terengganu,p0,3.3
growth_yoy,2019-01-01,Terengganu,p1,5.9
growth_yoy,2019-01-01,Terengganu,p2,9.7
growth_yoy,2019-01-01,Terengganu,p3,0.3
growth_yoy,2019-01-01,Terengganu,p4,0.4
growth_yoy,2019-01-01,Terengganu,p5,5.6
growth_yoy,2019-01-01,Terengganu,p6,-75.1
growth_yoy,2020-01-01,Johor,p0,-4.6
growth_yoy,2020-01-01,Johor,p1,2.8
growth_yoy,2020-01-01,Johor,p2,-19.1
growth_yoy,2020-01-01,Johor,p3,-3.7
growth_yoy,2020-01-01,Johor,p4,-37.7
growth_yoy,2020-01-01,Johor,p5,-3.2
growth_yoy,2020-01-01,Johor,p6,-17.5
growth_yoy,2020-01-01,Kedah,p0,-1.7
growth_yoy,2020-01-01,Kedah,p1,-2.3
growth_yoy,2020-01-01,Kedah,p2,-10.7
growth_yoy,2020-01-01,Kedah,p3,1.4
growth_yoy,2020-01-01,Kedah,p4,2.0
growth_yoy,2020-01-01,Kedah,p5,-3.4
growth_yoy,2020-01-01,Kedah,p6,10.7
growth_yoy,2020-01-01,Kelantan,p0,-1.1
growth_yoy,2020-01-01,Kelantan,p1,0.1
growth_yoy,2020-01-01,Kelantan,p2,-18.0
growth_yoy,2020-01-01,Kelantan,p3,-5.1
growth_yoy,2020-01-01,Kelantan,p4,3.5
growth_yoy,2020-01-01,Kelantan,p5,-0.9
growth_yoy,2020-01-01,Kelantan,p6,-20.4
growth_yoy,2020-01-01,Melaka,p0,-5.9
growth_yoy,2020-01-01,Melaka,p1,3.4
growth_yoy,2020-01-01,Melaka,p2,-12.7
growth_yoy,2020-01-01,Melaka,p3,-8.5
growth_yoy,2020-01-01,Melaka,p4,-26.9
growth_yoy,2020-01-01,Melaka,p5,-4.5
growth_yoy,2020-01-01,Melaka,p6,67.1
growth_yoy,2020-01-01,Negeri Sembilan,p0,-3.5
growth_yoy,2020-01-01,Negeri Sembilan,p1,-6.7
growth_yoy,2020-01-01,Negeri Sembilan,p2,-15.3
growth_yoy,2020-01-01,Negeri Sembilan,p3,-4.9
growth_yoy,2020-01-01,Negeri Sembilan,p4,-25.6
growth_yoy,2020-01-01,Negeri Sembilan,p5,-0.9
growth_yoy,2020-01-01,Negeri Sembilan,p6,18.3
growth_yoy,2020-01-01,Pahang,p0,-6.1
growth_yoy,2020-01-01,Pahang,p1,1.2
growth_yoy,2020-01-01,Pahang,p2,-25.1
growth_yoy,2020-01-01,Pahang,p3,-4.1
growth_yoy,2020-01-01,Pahang,p4,-21.7
growth_yoy,2020-01-01,Pahang,p5,-8.7
growth_yoy,2020-01-01,Pahang,p6,36.9
growth_yoy,2020-01-01,Perak,p0,-2.3
growth_yoy,2020-01-01,Perak,p1,1.0
growth_yoy,2020-01-01,Perak,p2,-14.4
growth_yoy,2020-01-01,Perak,p3,3.5
growth_yoy,2020-01-01,Perak,p4,-17.4
growth_yoy,2020-01-01,Perak,p5,-3.8
growth_yoy,2020-01-01,Perak,p6,62.1
growth_yoy,2020-01-01,Perlis,p0,-6.0
growth_yoy,2020-01-01,Perlis,p1,-18.5
growth_yoy,2020-01-01,Perlis,p2,-9.8
growth_yoy,2020-01-01,Perlis,p3,-5.6
growth_yoy,2020-01-01,Perlis,p4,-9.6
growth_yoy,2020-01-01,Perlis,p5,-1.0
growth_yoy,2020-01-01,Perlis,p6,-44.0
growth_yoy,2020-01-01,Pulau Pinang,p0,-2.1
growth_yoy,2020-01-01,Pulau Pinang,p1,-0.9
growth_yoy,2020-01-01,Pulau Pinang,p2,-18.8
growth_yoy,2020-01-01,Pulau Pinang,p3,2.8
growth_yoy,2020-01-01,Pulau Pinang,p4,-15.5
growth_yoy,2020-01-01,Pulau Pinang,p5,-5.5
growth_yoy,2020-01-01,Pulau Pinang,p6,9.4
growth_yoy,2020-01-01,Sabah,p0,-9.1
growth_yoy,2020-01-01,Sabah,p1,-6.7
growth_yoy,2020-01-01,Sabah,p2,-12.3
growth_yoy,2020-01-01,Sabah,p3,-6.6
growth_yoy,2020-01-01,Sabah,p4,-29.1
growth_yoy,2020-01-01,Sabah,p5,-7.2
growth_yoy,2020-01-01,Sabah,p6,43.9
growth_yoy,2020-01-01,Sarawak,p0,-6.7
growth_yoy,2020-01-01,Sarawak,p1,-10.1
growth_yoy,2020-01-01,Sarawak,p2,-4.7
growth_yoy,2020-01-01,Sarawak,p3,-8.7
growth_yoy,2020-01-01,Sarawak,p4,-8.8
growth_yoy,2020-01-01,Sarawak,p5,-5.3
growth_yoy,2020-01-01,Sarawak,p6,21.8
growth_yoy,2020-01-01,Selangor,p0,-5.3
growth_yoy,2020-01-01,Selangor,p1,0.3
growth_yoy,2020-01-01,Selangor,p2,-12.1
growth_yoy,2020-01-01,Selangor,p3,-0.9
growth_yoy,2020-01-01,Selangor,p4,-9.7
growth_yoy,2020-01-01,Selangor,p5,-6.6
growth_yoy,2020-01-01,Selangor,p6,-12.5
growth_yoy,2020-01-01,Terengganu,p0,-5.6
growth_yoy,2020-01-01,Terengganu,p1,-3.8
growth_yoy,2020-01-01,Terengganu,p2,-12.5
growth_yoy,2020-01-01,Terengganu,p3,-9.4
growth_yoy,2020-01-01,Terengganu,p4,-7.3
growth_yoy,2020-01-01,Terengganu,p5,-3.1
growth_yoy,2020-01-01,Terengganu,p6,92.5
growth_yoy,2021-01-01,Johor,p0,2.5
growth_yoy,2021-01-01,Johor,p1,0.2
growth_yoy,2021-01-01,Johor,p2,-10.7
growth_yoy,2021-01-01,Johor,p3,5.4
growth_yoy,2021-01-01,Johor,p4,-18.1
growth_yoy,2021-01-01,Johor,p5,2.9
growth_yoy,2021-01-01,Johor,p6,-4.4
growth_yoy,2021-01-01,Kedah,p0,3.2
growth_yoy,2021-01-01,Kedah,p1,2.7
growth_yoy,2021-01-01,Kedah,p2,-7.8
growth_yoy,2021-01-01,Kedah,p3,6.2
growth_yoy,2021-01-01,Kedah,p4,-8.4
growth_yoy,2021-01-01,Kedah,p5,1.9
growth_yoy,2021-01-01,Kedah,p6,30.8
growth_yoy,2021-01-01,Kelantan,p0,2.4
growth_yoy,2021-01-01,Kelantan,p1,0.9
growth_yoy,2021-01-01,Kelantan,p2,3.1
growth_yoy,2021-01-01,Kelantan,p3,2.1
growth_yoy,2021-01-01,Kelantan,p4,1.1
growth_yoy,2021-01-01,Kelantan,p5,2.8
growth_yoy,2021-01-01,Kelantan,p6,39.8
growth_yoy,2021-01-01,Melaka,p0,2.1
growth_yoy,2021-01-01,Melaka,p1,-1.4
growth_yoy,2021-01-01,Melaka,p2,-6.6
growth_yoy,2021-01-01,Melaka,p3,3.3
growth_yoy,2021-01-01,Melaka,p4,-9.6
growth_yoy,2021-01-01,Melaka,p5,2.7
growth_yoy,2021-01-01,Melaka,p6,-43.1
growth_yoy,2021-01-01,Negeri Sembilan,p0,3.1
growth_yoy,2021-01-01,Negeri Sembilan,p1,-0.5
growth_yoy,2021-01-01,Negeri Sembilan,p2,-6.7
growth_yoy,2021-01-01,Negeri Sembilan,p3,7.2
growth_yoy,2021-01-01,Negeri Sembilan,p4,-0.4
growth_yoy,2021-01-01,Negeri Sembilan,p5,2.3
growth_yoy,2021-01-01,Negeri Sembilan,p6,-29.5
growth_yoy,2021-01-01,Pahang,p0,1.0
growth_yoy,2021-01-01,Pahang,p1,0.0
