year,origin_state,destination_state,tourists_thousands
2025,Negeri Sembilan,Pahang,444.428
2025,Negeri Sembilan,Pulau Pinang,65.536
2025,Negeri Sembilan,Perak,275.019
2025,Negeri Sembilan,Perlis,18.698
2025,Negeri Sembilan,Selangor,448.828
2025,Negeri Sembilan,Terengganu,190.562
2025,Negeri Sembilan,Sabah,78.882
2025,Negeri Sembilan,Sarawak,87.136
2025,Negeri Sembilan,W.P. Kuala Lumpur,442.738
2025,Negeri Sembilan,W.P. Labuan,47.15
2025,Negeri Sembilan,W.P. Putrajaya,63.288
2025,Pahang,Johor,585.252
2025,Pahang,Kedah,193.689
2025,Pahang,Kelantan,655.129
2025,Pahang,Melaka,305.141
2025,Pahang,Negeri Sembilan,287.89
2025,Pahang,Pahang,2599.801
2025,Pahang,Pulau Pinang,241.717
2025,Pahang,Perak,701.131
2025,Pahang,Perlis,60.726
2025,Pahang,Selangor,930.401
2025,Pahang,Terengganu,903.281
2025,Pahang,Sabah,7.808
2025,Pahang,Sarawak,63.906
2025,Pahang,W.P. Kuala Lumpur,824.776
2025,Pahang,W.P. Labuan,22.741
2025,Pahang,W.P. Putrajaya,55.202
2025,Pulau Pinang,Johor,123.784
2025,Pulau Pinang,Kedah,952.233
2025,Pulau Pinang,Kelantan,227.934
2025,Pulau Pinang,Melaka,74.643
2025,Pulau Pinang,Negeri Sembilan,56.642
2025,Pulau Pinang,Pahang,537.067
2025,Pulau Pinang,Pulau Pinang,323.086
2025,Pulau Pinang,Perak,893.223
2025,Pulau Pinang,Perlis,285.678
2025,Pulau Pinang,Selangor,459.411
2025,Pulau Pinang,Terengganu,140.537
2025,Pulau Pinang,Sabah,243.929
2025,Pulau Pinang,Sarawak,134.36
2025,Pulau Pinang,W.P. Kuala Lumpur,746.837
2025,Pulau Pinang,W.P. Labuan,1.795
2025,Pulau Pinang,W.P. Putrajaya,40.206
2025,Perak,Johor,492.392
2025,Perak,Kedah,622.506
2025,Perak,Kelantan,473.886
2025,Perak,Melaka,448.906
2025,Perak,Negeri Sembilan,266.798
2025,Perak,Pahang,648.824
2025,Perak,Pulau Pinang,836.185
2025,Perak,Perak,1591.314
2025,Perak,Perlis,190.379
2025,Perak,Selangor,1716.467
2025,Perak,Terengganu,361.679
2025,Perak,Sabah,144.916
2025,Perak,Sarawak,143.923
2025,Perak,W.P. Kuala Lumpur,1771.244
2025,Perak,W.P. Labuan,3.518
2025,Perak,W.P. Putrajaya,97.231
2025,Perlis,Johor,40.988
2025,Perlis,Kedah,279.678
2025,Perlis,Kelantan,85.72
2025,Perlis,Melaka,92.885
2025,Perlis,Negeri Sembilan,64.994
2025,Perlis,Pahang,78.512
2025,Perlis,Pulau Pinang,177.172
2025,Perlis,Perak,196.268
2025,Perlis,Perlis,25.916
2025,Perlis,Selangor,82.253
2025,Perlis,Terengganu,33.064
2025,Perlis,Sabah,4.048
2025,Perlis,Sarawak,1.2
2025,Perlis,W.P. Kuala Lumpur,79.659
2025,Perlis,W.P. Labuan,6.994
2025,Perlis,W.P. Putrajaya,11.752
2025,Selangor,Johor,1995.977
2025,Selangor,Kedah,1676.138
2025,Selangor,Kelantan,1506.201
2025,Selangor,Melaka,2725.941
2025,Selangor,Negeri Sembilan,1980.107
2025,Selangor,Pahang,2517.56353028202
2025,Selangor,Pulau Pinang,2362.7
2025,Selangor,Perak,3116.563
2025,Selangor,Perlis,480.281
2025,Selangor,Selangor,2428.953
2025,Selangor,Terengganu,762.677
2025,Selangor,Sabah,531.665
2025,Selangor,Sarawak,125.515
2025,Selangor,W.P. Kuala Lumpur,1819.35
2025,Selangor,W.P. Labuan,46.372
2025,Selangor,W.P. Putrajaya,71.394
2025,Terengganu,Johor,106.704
2025,Terengganu,Kedah,83.693
2025,Terengganu,Kelantan,520.817
2025,Terengganu,Melaka,115.592
2025,Terengganu,Negeri Sembilan,105.86
2025,Terengganu,Pahang,373.96
2025,Terengganu,Pulau Pinang,126.461
2025,Terengganu,Perak,151.705
2025,Terengganu,Perlis,5.675
2025,Terengganu,Selangor,248.322
2025,Terengganu,Terengganu,687.421
2025,Terengganu,Sabah,6.117
2025,Terengganu,Sarawak,64.251
2025,Terengganu,W.P. Kuala Lumpur,419.675
2025,Terengganu,W.P. Labuan,4.999
2025,Terengganu,W.P. Putrajaya,84.339
2025,Sabah,Johor,73.52
2025,Sabah,Kedah,315.743
2025,Sabah,Kelantan,296.511
2025,Sabah,Melaka,50.586
2025,Sabah,Negeri Sembilan,95.545
2025,Sabah,Pahang,212.016
2025,Sabah,Pulau Pinang,64.458
2025,Sabah,Perak,110.004
2025,Sabah,Perlis,14.672
2025,Sabah,Selangor,574.081
2025,Sabah,Terengganu,83.995
2025,Sabah,Sabah,5536.041
2025,Sabah,Sarawak,561.921
2025,Sabah,W.P. Kuala Lumpur,783.67
2025,Sabah,W.P. Labuan,71.595
2025,Sabah,W.P. Putrajaya,53.724
2025,Sarawak,Johor,30.223
2025,Sarawak,Kedah,25.911
2025,Sarawak,Kelantan,89.927
2025,Sarawak,Melaka,96.988
2025,Sarawak,Negeri Sembilan,51.548
2025,Sarawak,Pahang,8.759
2025,Sarawak,Pulau Pinang,138.204
2025,Sarawak,Perak,18.356
2025,Sarawak,Perlis,4.4
2025,Sarawak,Selangor,322.421
2025,Sarawak,Terengganu,3.502
2025,Sarawak,Sabah,149.61
2025,Sarawak,Sarawak,4128.139
2025,Sarawak,W.P. Kuala Lumpur,575.284
2025,Sarawak,W.P. Labuan,9.609
2025,Sarawak,W.P. Putrajaya,12.667
2025,W.P. Kuala Lumpur,Johor,1469.998
2025,W.P. Kuala Lumpur,Kedah,619.59
2025,W.P. Kuala Lumpur,Kelantan,524.898
2025,W.P. Kuala Lumpur,Melaka,915.96753028202
2025,W.P. Kuala Lumpur,Negeri Sembilan,937.425
2025,W.P. Kuala Lumpur,Pahang,1635.11146971798
2025,W.P. Kuala Lumpur,Pulau Pinang,548.438
2025,W.P. Kuala Lumpur,Perak,2017.802
2025,W.P. Kuala Lumpur,Perlis,97.926
2025,W.P. Kuala Lumpur,Selangor,1335.438
2025,W.P. Kuala Lumpur,Terengganu,387.107
2025,W.P. Kuala Lumpur,Sabah,138.292
2025,W.P. Kuala Lumpur,Sarawak,390.144
2025,W.P. Kuala Lumpur,W.P. Kuala Lumpur,578.909
2025,W.P. Kuala Lumpur,W.P. Labuan,6.772
2025,W.P. Kuala Lumpur,W.P. Putrajaya,86.169
2025,W.P. Labuan,Johor,19.247
2025,W.P. Labuan,Kedah,12.186
2025,W.P. Labuan,Kelantan,21.278
2025,W.P. Labuan,Melaka,20.01
2025,W.P. Labuan,Negeri Sembilan,30.209
2025,W.P. Labuan,Pahang,5.708
2025,W.P. Labuan,Pulau Pinang,10.798
2025,W.P. Labuan,Perak,3.732
2025,W.P. Labuan,Perlis,5.148
2025,W.P. Labuan,Selangor,21.329
2025,W.P. Labuan,Terengganu,5.35
2025,W.P. Labuan,Sabah,188.746
2025,W.P. Labuan,Sarawak,11.257
2025,W.P. Labuan,W.P. Kuala Lumpur,19.928
2025,W.P. Labuan,W.P. Labuan,2.754
2025,W.P. Labuan,W.P. Putrajaya,1.53
2025,W.P. Putrajaya,Johor,90.693
2025,W.P. Putrajaya,Kedah,35.052
2025,W.P. Putrajaya,Kelantan,71.385
2025,W.P. Putrajaya,Melaka,19.15
2025,W.P. Putrajaya,Negeri Sembilan,78.057
2025,W.P. Putrajaya,Pahang,38.547
2025,W.P. Putrajaya,Pulau Pinang,4.592
2025,W.P. Putrajaya,Perak,46.413
2025,W.P. Putrajaya,Perlis,5.634
2025,W.P. Putrajaya,Selangor,29.555
2025,W.P. Putrajaya,Terengganu,14.576
2025,W.P. Putrajaya,Sabah,1.533
2025,W.P. Putrajaya,Sarawak,3.212
2025,W.P. Putrajaya,W.P. Kuala Lumpur,27.634
2025,W.P. Putrajaya,W.P. Labuan,2.292
2025,W.P. Putrajaya,W.P. Putrajaya,2.791
